regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000103495	ENSG00000081154	3.20002e-05	-0.0157339	1	-2.46705
ENSG00000103495	ENSG00000158473	0.0311605	-0.0214295	1	-2.46705
ENSG00000103495	ENSG00000198625	0.114478	0.00555618	1	-2.46705
ENSG00000103495	ENSG00000134330	0.129213	0.133843	1	-2.46705
ENSG00000103495	ENSG00000143924	0.000800181	0.00226602	1	-2.46705
ENSG00000103495	ENSG00000169764	0.10404	-0.0409784	1	-2.46705
ENSG00000103495	ENSG00000075292	0.00156882	0.0430267	1	-2.46705
ENSG00000103495	ENSG00000119396	0.108949	0.0559301	1	-2.46705
ENSG00000103495	ENSG00000133812	0.237122	0.0408103	4	-13.0594
ENSG00000103495	ENSG00000110442	0.00259425	0.0219118	1	-2.46705
ENSG00000103495	ENSG00000156587	0.00156882	-0.0115981	1	-2.46705
ENSG00000103495	ENSG00000110446	0.00156882	-0.0298569	1	-2.46705
ENSG00000103495	ENSG00000149577	0.0909656	0.0776426	1	-2.46705
ENSG00000103495	ENSG00000169826	3.20002e-05	0.00159324	1	-2.46705
ENSG00000103495	ENSG00000107798	0.111629	-0.0303607	1	-2.46705
ENSG00000103495	ENSG00000155463	0.0908377	-0.0370063	2	-5.61736
ENSG00000103495	ENSG00000183576	0.00387704	0.0713871	1	-2.46705
ENSG00000103495	ENSG00000197535	0.000288058	-0.0214164	1	-2.46705
ENSG00000102908	ENSG00000196839	0.000800181	-0.0496194	1	-2.46705
ENSG00000102908	ENSG00000141524	0.057533	0.139002	1	-2.46705
ENSG00000102908	ENSG00000111860	3.20002e-05	-0.027049	1	-2.46705
ENSG00000102908	ENSG00000105963	0.00387704	0.140759	1	-2.46705
ENSG00000102908	ENSG00000197343	3.20002e-05	-0.0103693	1	-2.46705
ENSG00000141968	ENSG00000125898	0.158987	0.0585175	2	-5.61736
ENSG00000141968	ENSG00000141504	0.000288058	-0.097935	1	-2.46705
ENSG00000141968	ENSG00000071859	0.133998	-0.0102157	2	-5.61736
ENSG00000141968	ENSG00000156587	0.0141791	0.113181	1	-2.46705
ENSG00000141968	ENSG00000161642	0.00156882	-0.0524587	1	-2.46705
ENSG00000141968	ENSG00000140374	3.20002e-05	-0.0643475	1	-2.46705
ENSG00000070476	ENSG00000139914	0.0444644	-0.160363	1	-2.46705
ENSG00000133858	ENSG00000100060	0.0187862	0.0647899	1	-2.46705
ENSG00000133858	ENSG00000141429	0.00259425	0.0191331	2	-5.61736
ENSG00000133858	ENSG00000146247	0.0203815	0.0232558	2	-5.61736
ENSG00000133858	ENSG00000102786	0.0183655	-0.0414116	1	-2.46705
ENSG00000133858	ENSG00000139921	0.000800181	-0.077502	1	-2.46705
ENSG00000133858	ENSG00000005339	0.140888	-0.059347	2	-5.61736
ENSG00000198740	ENSG00000161091	0.0189952	-0.173343	1	-2.46705
ENSG00000198740	ENSG00000204619	0.000800181	-0.0818613	1	-2.46705
ENSG00000198740	ENSG00000176783	0.00541779	0.0843166	1	-2.46705
ENSG00000198740	ENSG00000138768	0.041584	-0.0561083	1	-2.46705
ENSG00000198740	ENSG00000188641	3.20002e-05	-0.0341585	1	-2.46705
ENSG00000198740	ENSG00000173692	3.20002e-05	-0.0304014	1	-2.46705
ENSG00000198740	ENSG00000176853	0.00541779	-0.113725	1	-2.46705
ENSG00000198740	ENSG00000111321	0.101426	0.0368419	1	-2.46705
ENSG00000102103	ENSG00000113621	3.20002e-05	0.0265513	1	-2.46705
ENSG00000102103	ENSG00000090989	0.00927676	0.119796	1	-2.46705
ENSG00000102103	ENSG00000066136	0.0510214	-0.136062	1	-2.46705
ENSG00000189067	ENSG00000108405	0.129873	0.0205309	1	-2.46705
ENSG00000189067	ENSG00000096401	0.00721738	0.063664	1	-2.46705
ENSG00000189067	ENSG00000186432	3.20002e-05	0.013509	1	-2.46705
ENSG00000189067	ENSG00000215717	0.000288058	-0.0945358	1	-2.46705
ENSG00000189067	ENSG00000175463	0.0448377	0.0857282	1	-2.46705
ENSG00000187531	ENSG00000161091	0.104502	-0.0161302	1	-2.46705
ENSG00000187531	ENSG00000132205	0.00156882	-0.00583267	1	-2.46705
ENSG00000187531	ENSG00000091640	0.0271971	-0.0394839	1	-2.46705
ENSG00000187531	ENSG00000141252	0.0115969	0.160845	1	-2.46705
ENSG00000187531	ENSG00000197912	0.118075	0.0879147	3	-9.18577
ENSG00000187531	ENSG00000113282	3.20002e-05	-0.0892526	2	-5.61736
ENSG00000187531	ENSG00000198189	0.0917972	-0.137177	1	-2.46705
ENSG00000187531	ENSG00000143862	0.0797978	0.0894201	1	-2.46705
ENSG00000187531	ENSG00000168906	3.20002e-05	0.00688254	1	-2.46705
ENSG00000187531	ENSG00000084090	0.0700752	-0.00192041	1	-2.46705
ENSG00000187531	ENSG00000060749	0.00721738	-0.112477	1	-2.46705
ENSG00000187531	ENSG00000110344	0.00541779	-0.107623	1	-2.46705
ENSG00000187531	ENSG00000148730	3.20002e-05	0.0399539	1	-2.46705
ENSG00000187531	ENSG00000107798	0.130803	-0.0505978	1	-2.46705
ENSG00000056586	ENSG00000141905	0.0317123	0.0074885	1	-2.46705
ENSG00000056586	ENSG00000120063	0.0601877	0.0555684	1	-2.46705
ENSG00000056586	ENSG00000166333	3.20002e-05	-0.0320749	1	-2.46705
ENSG00000056586	ENSG00000111321	0.0749592	0.0678243	1	-2.46705
ENSG00000056586	ENSG00000125952	0.107808	0.0157562	1	-2.46705
ENSG00000118513	ENSG00000115607	3.20002e-05	0.0182437	1	-2.46705
ENSG00000114861	ENSG00000141959	0.00259425	0.0166079	1	-2.46705
ENSG00000114861	ENSG00000132471	0.0668562	0.0705131	2	-5.61736
ENSG00000114861	ENSG00000108599	0.0939303	0.0597279	1	-2.46705
ENSG00000114861	ENSG00000197451	3.20002e-05	0.0353359	1	-2.46705
ENSG00000114861	ENSG00000171608	0.044333	-0.105477	1	-2.46705
ENSG00000114861	ENSG00000132780	0.000800181	0.0928823	1	-2.46705
ENSG00000114861	ENSG00000150540	0.11125	-0.138097	1	-2.46705
ENSG00000114861	ENSG00000266412	0.00387704	-0.0378388	1	-2.46705
ENSG00000141644	ENSG00000158710	0.0316185	-0.124407	1	-2.46705
ENSG00000188994	ENSG00000170832	0.00927676	0.0932448	1	-2.46705
ENSG00000188994	ENSG00000145907	0.0276697	0.0928055	1	-2.46705
ENSG00000273841	ENSG00000160209	0.146524	0.11738	1	-2.46705
ENSG00000273841	ENSG00000170638	0.0557153	-0.0126104	1	-2.46705
ENSG00000273841	ENSG00000167895	0.00387704	0.0451441	1	-2.46705
ENSG00000273841	ENSG00000125458	0.0979284	-0.0927947	1	-2.46705
ENSG00000273841	ENSG00000174231	0.169625	-0.0104768	4	-13.0594
ENSG00000273841	ENSG00000083099	0.0115969	0.0958237	1	-2.46705
ENSG00000273841	ENSG00000138674	0.000800181	-0.139147	1	-2.46705
ENSG00000273841	ENSG00000163154	0.0537983	0.00132367	1	-2.46705
ENSG00000273841	ENSG00000067208	0.0435811	-0.0381383	1	-2.46705
ENSG00000273841	ENSG00000142599	0.0729242	0.0412196	2	-5.61736
ENSG00000273841	ENSG00000171608	0.213691	-0.0319489	3	-9.18577
ENSG00000273841	ENSG00000065526	0.0897739	0.0610888	1	-2.46705
ENSG00000273841	ENSG00000196352	3.20002e-05	0.0236168	1	-2.46705
ENSG00000273841	ENSG00000168264	0.0856137	-0.0744254	1	-2.46705
ENSG00000273841	ENSG00000127838	0.138338	0.123077	5	-17.1758
ENSG00000273841	ENSG00000197343	0.11981	0.106595	1	-2.46705
ENSG00000273841	ENSG00000173334	3.20002e-05	0.00495406	1	-2.46705
ENSG00000273841	ENSG00000164975	0.0894336	0.108258	2	-5.61736
ENSG00000273841	ENSG00000095370	0.000800181	0.0471963	1	-2.46705
ENSG00000273841	ENSG00000173457	0.0869023	-4.41607e-05	5	-17.1758
ENSG00000273841	ENSG00000172663	0.00541779	0.10359	1	-2.46705
ENSG00000273841	ENSG00000169826	0.188519	0.0482584	2	-5.61736
ENSG00000273841	ENSG00000148730	0.000800181	-0.00702309	1	-2.46705
ENSG00000273841	ENSG00000135655	0.196936	0.0497253	2	-5.61736
ENSG00000273841	ENSG00000129515	0.164499	0.104925	1	-2.46705
ENSG00000032219	ENSG00000196839	0.000288058	0.0129767	1	-2.46705
ENSG00000032219	ENSG00000007312	0.00541779	0.0933162	1	-2.46705
ENSG00000020633	ENSG00000244509	0.00541779	-0.00317765	1	-2.46705
ENSG00000020633	ENSG00000105379	0.0677405	0.0524249	1	-2.46705
ENSG00000020633	ENSG00000171940	0.00156882	0.0214057	1	-2.46705
ENSG00000020633	ENSG00000164219	0.066303	0.0765804	1	-2.46705
ENSG00000020633	ENSG00000174136	0.0206286	0.0120482	1	-2.46705
ENSG00000020633	ENSG00000178950	0.0569845	-0.00382048	1	-2.46705
ENSG00000020633	ENSG00000174953	0.170342	-0.00352786	4	-13.0594
ENSG00000020633	ENSG00000163344	0.00387704	0.0499696	1	-2.46705
ENSG00000020633	ENSG00000179921	0.107284	0.181585	1	-2.46705
ENSG00000020633	ENSG00000127947	0.052797	-0.118349	1	-2.46705
ENSG00000020633	ENSG00000178719	0.00259425	-0.0691745	1	-2.46705
ENSG00000020633	ENSG00000167986	0.123495	-0.0581927	1	-2.46705
ENSG00000020633	ENSG00000107798	0.00156882	-0.00395949	1	-2.46705
ENSG00000020633	ENSG00000111729	0.229415	-0.023533	3	-9.18577
ENSG00000020633	ENSG00000136040	0.110413	0.0721974	1	-2.46705
ENSG00000020633	ENSG00000139679	3.20002e-05	-0.0712082	1	-2.46705
ENSG00000020633	ENSG00000133961	0.1427	-0.0270052	1	-2.46705
ENSG00000020633	ENSG00000260916	0.0897254	-0.0753808	1	-2.46705
ENSG00000020633	ENSG00000217555	0.0695381	-0.061651	1	-2.46705
ENSG00000185507	ENSG00000130725	0.0237978	0.101343	1	-2.46705
ENSG00000185507	ENSG00000124299	0.0749519	-0.0880653	1	-2.46705
ENSG00000185507	ENSG00000064607	3.20002e-05	-0.0947086	1	-2.46705
ENSG00000185507	ENSG00000141429	0.0249027	-0.0350048	1	-2.46705
ENSG00000185507	ENSG00000108424	0.0523952	0.00688331	1	-2.46705
ENSG00000185507	ENSG00000132485	0.0599678	-0.0727703	1	-2.46705
ENSG00000185507	ENSG00000172845	0.0207982	-0.0494312	1	-2.46705
ENSG00000185507	ENSG00000106682	0.0872983	0.0508121	1	-2.46705
ENSG00000185507	ENSG00000130150	0.073336	0.0178636	1	-2.46705
ENSG00000185507	ENSG00000134905	0.0894838	0.0829856	2	-5.61736
ENSG00000185507	ENSG00000100941	0.0472038	-0.071394	1	-2.46705
ENSG00000185507	ENSG00000217555	0.00387704	-0.0451526	1	-2.46705
ENSG00000185507	ENSG00000153815	0.0241397	0.0613984	1	-2.46705
ENSG00000185507	ENSG00000153786	0.0859727	0.126318	2	-5.61736
ENSG00000099917	ENSG00000188690	0.15574	0.0269062	1	-2.46705
ENSG00000141510	ENSG00000183576	0.0377488	-0.0700761	1	-2.46705
ENSG00000071243	ENSG00000163428	0.057102	-0.149615	1	-2.46705
ENSG00000071243	ENSG00000172845	0.000800181	0.0794082	1	-2.46705
ENSG00000071243	ENSG00000180233	0.0141791	0.151444	1	-2.46705
ENSG00000071243	ENSG00000173457	0.00387704	0.069603	1	-2.46705
ENSG00000071243	ENSG00000188690	0.000800181	-0.0224156	1	-2.46705
ENSG00000170396	ENSG00000173905	0.0169266	-0.0719831	1	-2.46705
ENSG00000135164	ENSG00000143862	0.000288058	-0.0919053	1	-2.46705
ENSG00000155090	ENSG00000114626	0.0388942	0.1224	1	-2.46705
ENSG00000155090	ENSG00000119922	0.000288058	-0.023414	1	-2.46705
ENSG00000173757	ENSG00000062194	0.00541779	-0.0238671	1	-2.46705
ENSG00000166197	ENSG00000213889	3.20002e-05	-0.0485918	1	-2.46705
ENSG00000198160	ENSG00000084090	3.20002e-05	-0.101831	1	-2.46705
ENSG00000198160	ENSG00000147251	0.00259425	-0.0243456	1	-2.46705
ENSG00000177565	ENSG00000105171	0.000800181	-0.0685747	1	-2.46705
ENSG00000177565	ENSG00000146247	0.110334	0.0562258	1	-2.46705
ENSG00000177565	ENSG00000137364	0.00541779	-0.0235031	1	-2.46705
ENSG00000177565	ENSG00000145734	0.0240331	0.00612835	1	-2.46705
ENSG00000177565	ENSG00000174953	0.0842343	0.0978352	1	-2.46705
ENSG00000177565	ENSG00000143226	0.000288058	0.00938549	1	-2.46705
ENSG00000177565	ENSG00000197323	0.000288058	0.0411728	1	-2.46705
ENSG00000177565	ENSG00000171608	0.128328	0.0484389	1	-2.46705
ENSG00000177565	ENSG00000065526	0.0621878	-0.0571873	1	-2.46705
ENSG00000177565	ENSG00000198625	0.0591212	-0.0970741	1	-2.46705
ENSG00000177565	ENSG00000184924	0.000800181	0.0407081	1	-2.46705
ENSG00000177565	ENSG00000127838	0.00259425	-0.0603677	1	-2.46705
ENSG00000177565	ENSG00000213203	3.20002e-05	-0.0413916	1	-2.46705
ENSG00000177565	ENSG00000168300	0.0276631	0.0784482	1	-2.46705
ENSG00000177565	ENSG00000089220	0.00541779	0.0743348	1	-2.46705
ENSG00000177565	ENSG00000125952	0.162023	-0.0710807	4	-13.0594
ENSG00000177565	ENSG00000187555	0.154637	-0.0405814	1	-2.46705
ENSG00000177565	ENSG00000167208	0.0342541	0.0412703	1	-2.46705
ENSG00000171940	ENSG00000182670	0.00259425	0.0473829	1	-2.46705
ENSG00000171940	ENSG00000064666	0.0199366	0.107567	1	-2.46705
ENSG00000171940	ENSG00000204463	3.20002e-05	-0.0309213	1	-2.46705
ENSG00000171940	ENSG00000197451	0.00259425	0.0413394	1	-2.46705
ENSG00000171940	ENSG00000113719	0.000288058	-0.127582	2	-5.61736
ENSG00000171940	ENSG00000109323	0.0229473	-0.0446165	1	-2.46705
ENSG00000171940	ENSG00000004534	0.0591569	0.0626064	1	-2.46705
ENSG00000171940	ENSG00000135837	0.135616	-0.108098	1	-2.46705
ENSG00000171940	ENSG00000163154	0.00927676	0.0941218	2	-5.61736
ENSG00000171940	ENSG00000020633	0.00156882	0.0214057	1	-2.46705
ENSG00000171940	ENSG00000117448	0.00156882	0.0104776	2	-5.61736
ENSG00000171940	ENSG00000241685	0.00259425	-0.132015	4	-13.0594
ENSG00000171940	ENSG00000119321	0.0727469	-0.0118616	1	-2.46705
ENSG00000171940	ENSG00000136869	3.20002e-05	0.0222167	1	-2.46705
ENSG00000171940	ENSG00000119396	0.00259425	0.00461844	1	-2.46705
ENSG00000171940	ENSG00000110446	0.144596	-0.0161678	1	-2.46705
ENSG00000171940	ENSG00000148730	0.00156882	0.0504181	1	-2.46705
ENSG00000171940	ENSG00000108175	0.156247	0.107247	1	-2.46705
ENSG00000171940	ENSG00000111716	0.172024	0.0291795	1	-2.46705
ENSG00000171940	ENSG00000102786	0.00259425	-0.0578409	1	-2.46705
ENSG00000171940	ENSG00000136100	0.00259425	-0.0102073	1	-2.46705
ENSG00000182568	ENSG00000188033	0.0220999	-0.0951133	1	-2.46705
ENSG00000183734	ENSG00000061938	0.000288058	-0.00589488	1	-2.46705
ENSG00000066136	ENSG00000183486	0.00156882	-0.098448	1	-2.46705
ENSG00000066136	ENSG00000132359	0.0264628	0.0315104	1	-2.46705
ENSG00000066136	ENSG00000075426	0.0378777	-0.0812507	1	-2.46705
ENSG00000066136	ENSG00000102103	0.0510214	-0.136062	1	-2.46705
ENSG00000066136	ENSG00000179632	0.00156882	-0.0759998	1	-2.46705
ENSG00000116017	ENSG00000141867	0.000288058	0.00349484	1	-2.46705
ENSG00000116017	ENSG00000115919	0.00387704	0.0303353	1	-2.46705
ENSG00000116017	ENSG00000105939	0.0983552	0.00497787	1	-2.46705
ENSG00000116017	ENSG00000110422	0.115719	0.00787942	1	-2.46705
ENSG00000116017	ENSG00000162302	0.000288058	-0.0711982	1	-2.46705
ENSG00000116017	ENSG00000187555	0.0934052	0.0605942	1	-2.46705
ENSG00000188786	ENSG00000182670	0.113212	-0.139355	1	-2.46705
ENSG00000188786	ENSG00000158092	0.000800181	0.0277786	1	-2.46705
ENSG00000188786	ENSG00000168067	3.20002e-05	0.0537612	1	-2.46705
ENSG00000108518	ENSG00000160213	0.0271588	0.284291	1	-2.46705
ENSG00000108518	ENSG00000223865	0.0435422	-0.250425	1	-2.46705
ENSG00000108518	ENSG00000179344	0.0391087	-0.283177	1	-2.46705
ENSG00000108518	ENSG00000204482	0.174147	0.540524	4	-13.0594
ENSG00000108518	ENSG00000158869	0.0826126	0.470463	1	-2.46705
ENSG00000108518	ENSG00000111679	0.108914	0.450377	1	-2.46705
ENSG00000172292	ENSG00000103769	0.00541779	0.0457463	1	-2.46705
ENSG00000198707	ENSG00000109381	0.000800181	0.0186792	1	-2.46705
ENSG00000062194	ENSG00000160310	0.0115969	0.0490303	1	-2.46705
ENSG00000062194	ENSG00000090013	0.0382347	0.0156302	1	-2.46705
ENSG00000062194	ENSG00000101782	0.0550604	0.00966198	1	-2.46705
ENSG00000062194	ENSG00000168591	0.0997391	-0.0889523	3	-9.18577
ENSG00000062194	ENSG00000173757	0.00541779	-0.0238671	1	-2.46705
ENSG00000062194	ENSG00000177731	0.000288058	-0.0951702	1	-2.46705
ENSG00000062194	ENSG00000120709	0.110593	0.0265237	1	-2.46705
ENSG00000062194	ENSG00000047365	0.00927676	0.142877	1	-2.46705
ENSG00000062194	ENSG00000135837	0.000288058	0.00766361	1	-2.46705
ENSG00000062194	ENSG00000122591	0.0235128	-0.166283	1	-2.46705
ENSG00000062194	ENSG00000106348	0.184612	-0.0566897	7	-25.9899
ENSG00000062194	ENSG00000187840	0.000288058	-0.0298968	1	-2.46705
ENSG00000062194	ENSG00000253729	0.0838959	0.0892365	1	-2.46705
ENSG00000062194	ENSG00000169826	0.000288058	-0.0135712	1	-2.46705
ENSG00000062194	ENSG00000035403	0.165892	-0.0419116	2	-5.61736
ENSG00000062194	ENSG00000123066	0.000288058	-0.0229755	1	-2.46705
ENSG00000048649	ENSG00000144674	0.000288058	-0.00910363	1	-2.46705
ENSG00000048649	ENSG00000188690	0.0141791	-0.139302	1	-2.46705
ENSG00000105939	ENSG00000142166	0.181223	-0.0613669	7	-25.9899
ENSG00000105939	ENSG00000170638	0.183173	-0.0111465	2	-5.61736
ENSG00000105939	ENSG00000105568	0.00541779	0.127282	1	-2.46705
ENSG00000105939	ENSG00000124299	0.0483307	-0.102121	1	-2.46705
ENSG00000105939	ENSG00000116017	0.0983552	0.00497787	1	-2.46705
ENSG00000105939	ENSG00000167895	0.0170248	0.238575	1	-2.46705
ENSG00000105939	ENSG00000108946	0.00259425	-0.0350909	1	-2.46705
ENSG00000105939	ENSG00000145782	0.17552	-0.0415859	1	-2.46705
ENSG00000105939	ENSG00000198625	0.0991689	0.00246263	2	-5.61736
ENSG00000105939	ENSG00000143870	0.0355042	0.00446791	2	-5.61736
ENSG00000105939	ENSG00000150540	0.00927676	0.111027	1	-2.46705
ENSG00000105939	ENSG00000172845	0.115867	0.0593677	2	-5.61736
ENSG00000105939	ENSG00000127838	0.195545	-0.0140189	1	-2.46705
ENSG00000105939	ENSG00000122644	0.00387704	0.0294936	1	-2.46705
ENSG00000105939	ENSG00000125676	0.0272666	-0.019034	1	-2.46705
ENSG00000105939	ENSG00000183049	0.0390025	0.00707531	1	-2.46705
ENSG00000105939	ENSG00000120616	0.00927676	0.199869	1	-2.46705
ENSG00000105939	ENSG00000100823	0.000288058	-0.00179062	1	-2.46705
ENSG00000105939	ENSG00000125952	0.043298	-0.0300243	1	-2.46705
ENSG00000105939	ENSG00000167208	0.0115969	0.0873126	1	-2.46705
ENSG00000120616	ENSG00000124226	0.000800181	-0.0347368	1	-2.46705
ENSG00000120616	ENSG00000138674	0.0177651	-0.0293469	1	-2.46705
ENSG00000120616	ENSG00000152332	0.00541779	-0.0563087	1	-2.46705
ENSG00000120616	ENSG00000132485	0.0676075	-0.0460473	1	-2.46705
ENSG00000120616	ENSG00000134330	0.000800181	-0.136012	1	-2.46705
ENSG00000120616	ENSG00000105939	0.00927676	0.199869	1	-2.46705
ENSG00000120616	ENSG00000184489	0.00156882	-0.0656793	1	-2.46705
ENSG00000120616	ENSG00000149781	0.000288058	0.0903931	1	-2.46705
ENSG00000120616	ENSG00000172932	0.017472	0.117638	1	-2.46705
ENSG00000120616	ENSG00000065809	0.00927676	0.113832	1	-2.46705
ENSG00000120616	ENSG00000111716	0.149622	0.0175602	2	-5.61736
ENSG00000120616	ENSG00000188906	0.00259425	-0.190527	1	-2.46705
ENSG00000113300	ENSG00000196975	0.00156882	0.070659	1	-2.46705
ENSG00000107372	ENSG00000137776	0.0314015	0.212023	1	-2.46705
ENSG00000134954	ENSG00000033011	0.0429766	-0.0405737	1	-2.46705
ENSG00000113916	ENSG00000101596	0.0977764	0.113572	1	-2.46705
ENSG00000113916	ENSG00000161642	0.00156882	-0.0792539	1	-2.46705
ENSG00000100941	ENSG00000105568	0.12885	-0.00705381	1	-2.46705
ENSG00000100941	ENSG00000136603	0.0259957	-0.00777728	1	-2.46705
ENSG00000100941	ENSG00000171608	0.0571839	-0.154631	1	-2.46705
ENSG00000100941	ENSG00000168264	0.144443	-0.127506	1	-2.46705
ENSG00000100941	ENSG00000135956	0.112359	-0.171868	1	-2.46705
ENSG00000100941	ENSG00000185507	0.0472038	-0.071394	1	-2.46705
ENSG00000100941	ENSG00000122359	0.0710626	0.0335748	1	-2.46705
ENSG00000157557	ENSG00000161921	0.0196434	-0.0727995	1	-2.46705
ENSG00000157557	ENSG00000138768	0.00259425	0.0413271	1	-2.46705
ENSG00000157557	ENSG00000184990	0.102602	-0.0432464	1	-2.46705
ENSG00000157557	ENSG00000074603	0.0288784	0.0647215	1	-2.46705
ENSG00000073861	ENSG00000132507	3.20002e-05	-0.0274499	1	-2.46705
ENSG00000126003	ENSG00000076928	0.00721738	0.126263	1	-2.46705
ENSG00000126003	ENSG00000172115	0.000288058	0.0197283	1	-2.46705
ENSG00000123685	ENSG00000132205	0.0187109	0.0477646	1	-2.46705
ENSG00000123685	ENSG00000114796	0.00387704	-0.139328	1	-2.46705
ENSG00000124782	ENSG00000136448	0.0684535	0.136803	1	-2.46705
ENSG00000124782	ENSG00000143155	0.0887563	-0.0308461	1	-2.46705
ENSG00000124782	ENSG00000215717	0.0796866	-0.0292501	1	-2.46705
ENSG00000124782	ENSG00000102316	0.000800181	0.0890829	1	-2.46705
ENSG00000127124	ENSG00000057935	0.00541779	-0.0258547	1	-2.46705
ENSG00000076108	ENSG00000142512	0.0444928	0.075413	1	-2.46705
ENSG00000076108	ENSG00000104886	0.0648882	0.0208404	1	-2.46705
ENSG00000076108	ENSG00000175155	0.00541779	0.021133	1	-2.46705
ENSG00000076108	ENSG00000085832	0.102427	0.141776	2	-5.61736
ENSG00000076108	ENSG00000173726	0.00387704	-0.120219	1	-2.46705
ENSG00000076108	ENSG00000129103	0.000800181	-0.058602	1	-2.46705
ENSG00000076108	ENSG00000102030	0.0115969	0.172196	1	-2.46705
ENSG00000132274	ENSG00000072778	0.00156882	-0.111389	1	-2.46705
ENSG00000132274	ENSG00000123545	0.00156882	0.00611914	1	-2.46705
ENSG00000132274	ENSG00000118564	0.00156882	0.06427	1	-2.46705
ENSG00000132274	ENSG00000117758	3.20002e-05	-0.0450888	1	-2.46705
ENSG00000132274	ENSG00000134330	0.216364	0.00687563	4	-13.0594
ENSG00000132274	ENSG00000115216	3.20002e-05	-0.00516296	1	-2.46705
ENSG00000132274	ENSG00000127838	0.175146	-0.061479	1	-2.46705
ENSG00000132274	ENSG00000148290	0.136582	-0.00575126	1	-2.46705
ENSG00000132274	ENSG00000110446	0.0938811	-0.0186155	1	-2.46705
ENSG00000132274	ENSG00000139132	0.104008	0.0672675	1	-2.46705
ENSG00000132274	ENSG00000180776	0.0806728	-0.0184496	1	-2.46705
ENSG00000132274	ENSG00000100823	0.00156882	0.0227405	1	-2.46705
ENSG00000132274	ENSG00000125952	0.000288058	-0.0454206	2	-5.61736
ENSG00000132274	ENSG00000128908	0.096823	-0.0427633	1	-2.46705
ENSG00000132274	ENSG00000187555	0.000800181	-0.0536883	1	-2.46705
ENSG00000073614	ENSG00000099308	0.0490935	0.0892365	1	-2.46705
ENSG00000073614	ENSG00000113719	0.191727	0.0331048	1	-2.46705
ENSG00000073614	ENSG00000164327	0.023139	-0.0363604	1	-2.46705
ENSG00000064490	ENSG00000137364	0.0616539	0.0969865	1	-2.46705
ENSG00000134250	ENSG00000198909	0.0736375	0.0145849	1	-2.46705
ENSG00000134250	ENSG00000112799	0.0686422	0.176706	1	-2.46705
ENSG00000134250	ENSG00000160710	0.000800181	-0.0303699	1	-2.46705
ENSG00000134250	ENSG00000115524	0.0246581	0.0115275	1	-2.46705
ENSG00000134250	ENSG00000175463	0.000800181	-0.0519533	1	-2.46705
ENSG00000135363	ENSG00000122591	0.0264836	0.0494143	1	-2.46705
ENSG00000111276	ENSG00000143862	0.0343334	-0.0587149	1	-2.46705
ENSG00000111276	ENSG00000111615	0.00259425	0.0124744	1	-2.46705
ENSG00000111276	ENSG00000139921	0.0423298	0.0645311	2	-5.61736
ENSG00000197343	ENSG00000177663	3.20002e-05	-0.045158	1	-2.46705
ENSG00000197343	ENSG00000130725	0.115703	-0.0893294	1	-2.46705
ENSG00000197343	ENSG00000105677	0.000288058	-0.0748624	1	-2.46705
ENSG00000197343	ENSG00000082397	0.0834558	0.083216	1	-2.46705
ENSG00000197343	ENSG00000197912	0.00541779	-0.109811	1	-2.46705
ENSG00000197343	ENSG00000196230	0.11475	0.116624	1	-2.46705
ENSG00000197343	ENSG00000204619	0.0349661	0.0569608	1	-2.46705
ENSG00000197343	ENSG00000113749	0.00259425	0.0676277	1	-2.46705
ENSG00000197343	ENSG00000273841	0.11981	0.106595	1	-2.46705
ENSG00000197343	ENSG00000087274	0.0991638	-0.0402258	1	-2.46705
ENSG00000197343	ENSG00000117758	0.00156882	0.0241213	1	-2.46705
ENSG00000197343	ENSG00000085832	0.172347	-0.0837206	1	-2.46705
ENSG00000197343	ENSG00000127838	0.151718	-0.00024154	1	-2.46705
ENSG00000197343	ENSG00000106560	0.0327064	-0.157222	1	-2.46705
ENSG00000197343	ENSG00000147251	0.147458	-0.0407534	1	-2.46705
ENSG00000197343	ENSG00000183779	0.00259425	-0.045906	1	-2.46705
ENSG00000197343	ENSG00000105339	0.00541779	-0.165111	1	-2.46705
ENSG00000197343	ENSG00000164975	0.18223	-0.0908762	2	-5.61736
ENSG00000197343	ENSG00000119396	3.20002e-05	0.0349219	1	-2.46705
ENSG00000197343	ENSG00000184014	0.0939386	0.0159474	1	-2.46705
ENSG00000197343	ENSG00000173457	0.0880322	-0.010397	1	-2.46705
ENSG00000197343	ENSG00000172663	3.20002e-05	-0.0364741	1	-2.46705
ENSG00000197343	ENSG00000108219	3.20002e-05	-0.0339611	1	-2.46705
ENSG00000197343	ENSG00000129515	0.109524	-0.0153023	1	-2.46705
ENSG00000197343	ENSG00000138592	0.00259425	0.0823198	2	-5.61736
ENSG00000197343	ENSG00000102908	3.20002e-05	-0.0103693	1	-2.46705
ENSG00000146223	ENSG00000099977	0.00259425	-0.0646939	1	-2.46705
ENSG00000146223	ENSG00000090013	0.000288058	0.0112825	1	-2.46705
ENSG00000146223	ENSG00000167461	0.0380648	0.151733	1	-2.46705
ENSG00000146223	ENSG00000183617	0.0395821	-0.031472	1	-2.46705
ENSG00000146223	ENSG00000204569	0.109746	0.0582211	1	-2.46705
ENSG00000146223	ENSG00000169252	0.0586136	-0.00235511	1	-2.46705
ENSG00000146223	ENSG00000109323	0.0212237	-0.0146694	1	-2.46705
